x [m],p_coarse/rho [m2/s2],p_medium/rho [m2/s2],p_fine/rho [m2/s2],p_local,p_average,grid trend,order status,GCI absolute [m2/s2],GCI relative [%],lower/rho [m2/s2],upper/rho [m2/s2]
1.45120934112,5.48961795542,5.15118488899,4.99387619082,1.9309759741546368,1.611553950700987,Monotonic convergence,Included,0.21398308996220475,4.284909793229545,4.779893100857795,5.207859280782205
1.46371976647,5.48182425077,5.14421371999,4.98718040709,1.929280633695255,1.611553950700987,Monotonic convergence,Included,0.21360849026307668,4.283151456871327,4.773571916826923,5.200788897353077
1.47623019183,5.47403054612,5.1372535729,4.98049087538,1.9274210095890327,1.611553950700987,Monotonic convergence,Included,0.21324037892608574,4.281513293803917,4.767250496453914,5.193731254306086
1.48874061718,5.46623684146,5.13029699215,4.97380198404,1.9254806101751594,1.611553950700987,Monotonic convergence,Included,0.21287624771294766,4.279950194962078,4.760925736327052,5.186678231752947
1.50125104254,5.45844313681,5.1233404114,4.96711896185,1.923625534785892,1.611553950700987,Monotonic convergence,Included,0.21250413284177155,4.278217100776353,4.754614829008228,5.179623094691771
1.51376146789,5.45066322641,5.11639086006,4.96043644498,1.9217088176392072,1.611553950700987,Monotonic convergence,Included,0.2121408925271431,4.276657807839294,4.7482955524528565,5.1725773375071435
1.52627189324,5.44288634211,5.10944670303,4.95375987884,1.9197752621497186,1.611553950700987,Monotonic convergence,Included,0.21177689532829735,4.275073893526875,4.741982983511702,5.165536774168297
1.5387823186,5.43510945781,5.102502546,4.94708380799,1.9178414703212294,1.611553950700987,Monotonic convergence,Included,0.21141222439884494,4.273471657330618,4.735671583591156,5.158496032388845
1.55129274395,5.42733257351,5.09556314211,4.94041294372,1.9158711068791483,1.611553950700987,Monotonic convergence,Included,0.21104693666629462,4.271848104004477,4.729366007053706,5.1514598803862945
1.56380316931,5.41955815228,5.08862947086,4.93374295796,1.9137897642387731,1.611553950700987,Monotonic convergence,Included,0.21068825188544876,4.27035323243844,4.723054706074551,5.1444312098454485
1.57631359466,5.41179440494,5.08169579961,4.92707780826,1.9118578796499934,1.611553950700987,Monotonic convergence,Included,0.2103229887330686,4.268716608868498,4.7167548195269315,5.137400796993068
1.58882402002,5.4040306576,5.07476576699,4.92041366807,1.9098478778493981,1.611553950700987,Monotonic convergence,Included,0.20996130190690446,4.267147359365425,4.7104523661630955,5.130374969976905
1.60133444537,5.39626691026,5.06784085085,4.91375396096,1.907779502894431,1.611553950700987,Monotonic convergence,Included,0.20960054469267855,4.265588923620606,4.704153416267322,5.123354505652679
1.61384487073,5.38850316292,5.0609159347,4.90709516282,1.905716974745608,1.611553950700987,Monotonic convergence,Included,0.2092385510156803,4.264000270486613,4.69785661180432,5.11633371383568
1.62635529608,5.38074645203,5.05399426573,4.90044075306,1.9036929347738607,1.611553950700987,Monotonic convergence,Included,0.20887500499284883,4.262371805279357,4.691565748067151,5.1093157580528485
1.63886572143,5.37299254398,5.04707653604,4.89378705777,1.90159915284441,1.611553950700987,Monotonic convergence,Included,0.20851584559844966,4.260827926041108,4.685271212171551,5.102302903368449
1.65137614679,5.36523863593,5.04015880636,4.88713790925,1.8995703180536805,1.611553950700987,Monotonic convergence,Included,0.20815050136007707,4.259149326768655,4.678987407889923,5.095288410610077
1.66388657214,5.35748472788,5.03324431725,4.88048956784,1.8974681719965063,1.611553950700987,Monotonic convergence,Included,0.20778846729651423,4.257533274238243,4.6727011005434855,5.088278035136514
1.6763969975,5.34973370555,5.02633238843,4.87384487212,1.8953771216967914,1.611553950700987,Monotonic convergence,Included,0.20742495679046122,4.255879336188978,4.666419915329539,5.081269828910462
1.68890742285,5.34198682213,5.0194204596,4.86720115333,1.8933248670105347,1.611553950700987,Monotonic convergence,Included,0.20706011737734742,4.25419272502602,4.660141035952653,5.074261270707347
1.70141784821,5.3342399387,5.01251192668,4.86056098014,1.8912398518968672,1.611553950700987,Monotonic convergence,Included,0.2066950743446684,4.25249421186595,4.653865905795332,5.067256054484668
1.71392827356,5.32649305527,5.00560461145,4.85392204764,1.8891366382813666,1.611553950700987,Monotonic convergence,Included,0.20633000002566293,4.250789320483248,4.647592047614337,5.060252047665664
